file_path,label
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TWL_hGlwyg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TWL_hGlwyg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DiVHBtHrr7I_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DiVHBtHrr7I_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DiVHBtHrr7I_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DiVHBtHrr7I_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_dOlpxBPOYs_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_dOlpxBPOYs_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_dOlpxBPOYs_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_dOlpxBPOYs_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4dcyo3VOmlA_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4dcyo3VOmlA_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4dcyo3VOmlA_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4dcyo3VOmlA_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\I9GLG8Bh5dE_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\I9GLG8Bh5dE_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\I9GLG8Bh5dE_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\I9GLG8Bh5dE_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ybTb6clQOUg_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ybTb6clQOUg_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ybTb6clQOUg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ybTb6clQOUg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Hs0Bk6UuhKk_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Hs0Bk6UuhKk_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Hs0Bk6UuhKk_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Hs0Bk6UuhKk_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lTAfSpsyTSI_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lTAfSpsyTSI_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lTAfSpsyTSI_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lTAfSpsyTSI_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5FuSmFvqBh0_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5FuSmFvqBh0_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5FuSmFvqBh0_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5FuSmFvqBh0_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lS5rIuG1ZqU_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lS5rIuG1ZqU_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lS5rIuG1ZqU_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lS5rIuG1ZqU_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AeLvUayUxy0_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AeLvUayUxy0_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AeLvUayUxy0_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AeLvUayUxy0_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yASSsS9q6mY_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yASSsS9q6mY_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yASSsS9q6mY_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yASSsS9q6mY_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ddo49ckg_B8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ddo49ckg_B8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ddo49ckg_B8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ddo49ckg_B8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\W9yEHmRcmos_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\W9yEHmRcmos_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\W9yEHmRcmos_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\W9yEHmRcmos_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ORU6Ykr0mKM_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ORU6Ykr0mKM_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ORU6Ykr0mKM_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ORU6Ykr0mKM_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\cnHTstEM0XY_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\cnHTstEM0XY_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\cnHTstEM0XY_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\cnHTstEM0XY_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FwjZ2_87y1k_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FwjZ2_87y1k_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FwjZ2_87y1k_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FwjZ2_87y1k_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bKWc8u79cfg_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bKWc8u79cfg_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bKWc8u79cfg_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bKWc8u79cfg_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5Ij70k0DbcY_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5Ij70k0DbcY_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5Ij70k0DbcY_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5Ij70k0DbcY_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2LzHPXXJKHg_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2LzHPXXJKHg_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2LzHPXXJKHg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2LzHPXXJKHg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8RhqjFNu3yA_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8RhqjFNu3yA_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8RhqjFNu3yA_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8RhqjFNu3yA_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1ZekxAeKfPc_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1ZekxAeKfPc_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1ZekxAeKfPc_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1ZekxAeKfPc_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AuAhSdfY-rs_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AuAhSdfY-rs_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AuAhSdfY-rs_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AuAhSdfY-rs_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fNp3_11a_WM_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fNp3_11a_WM_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fNp3_11a_WM_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fNp3_11a_WM_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\roxImnh9YTI_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\roxImnh9YTI_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\roxImnh9YTI_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\roxImnh9YTI_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\g8hiCn2lPmQ_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\g8hiCn2lPmQ_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\g8hiCn2lPmQ_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\g8hiCn2lPmQ_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FIPu0jd8I28_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FIPu0jd8I28_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FIPu0jd8I28_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FIPu0jd8I28_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\UrABzfKma3I_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\UrABzfKma3I_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\UrABzfKma3I_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\UrABzfKma3I_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1lekVu44f4k_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1lekVu44f4k_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1lekVu44f4k_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1lekVu44f4k_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\9mNyK87SgWk_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\9mNyK87SgWk_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\9mNyK87SgWk_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\9mNyK87SgWk_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\K_RPo0CkDI4_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\K_RPo0CkDI4_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\K_RPo0CkDI4_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\K_RPo0CkDI4_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dm8PaPJvrJ8_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dm8PaPJvrJ8_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dm8PaPJvrJ8_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dm8PaPJvrJ8_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZGo0S2CF2NA_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZGo0S2CF2NA_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZGo0S2CF2NA_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZGo0S2CF2NA_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zlt89JkjR8c_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zlt89JkjR8c_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zlt89JkjR8c_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zlt89JkjR8c_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ljkaMRDU5ng_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ljkaMRDU5ng_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ljkaMRDU5ng_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ljkaMRDU5ng_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p-G09RmXPOo_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p-G09RmXPOo_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p-G09RmXPOo_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p-G09RmXPOo_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AKQqanWWPcI_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AKQqanWWPcI_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AKQqanWWPcI_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AKQqanWWPcI_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2-Ms_OcZRv0_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2-Ms_OcZRv0_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2-Ms_OcZRv0_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\2-Ms_OcZRv0_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\mTzn4_0qVwc_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\mTzn4_0qVwc_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\mTzn4_0qVwc_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\mTzn4_0qVwc_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\do5gd0lFHdY_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\do5gd0lFHdY_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\do5gd0lFHdY_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\do5gd0lFHdY_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AY-l3ejXVZE_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AY-l3ejXVZE_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AY-l3ejXVZE_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\AY-l3ejXVZE_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7sLdN_5g_nk_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7sLdN_5g_nk_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7sLdN_5g_nk_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7sLdN_5g_nk_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GUsI_2tYVYM_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GUsI_2tYVYM_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GUsI_2tYVYM_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GUsI_2tYVYM_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eab8WrL--q8_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eab8WrL--q8_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eab8WrL--q8_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eab8WrL--q8_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7CPGD73Sou8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7CPGD73Sou8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7CPGD73Sou8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7CPGD73Sou8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\HpkPTa1fQDE_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\HpkPTa1fQDE_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\HpkPTa1fQDE_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\HpkPTa1fQDE_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\RiFZk9wpj9E_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\RiFZk9wpj9E_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\RiFZk9wpj9E_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\RiFZk9wpj9E_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\pBbg1Q5AxQM_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\pBbg1Q5AxQM_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\pBbg1Q5AxQM_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\pBbg1Q5AxQM_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C2oFyI1m-hg_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C2oFyI1m-hg_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C2oFyI1m-hg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C2oFyI1m-hg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TmGyuqwKUo_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TmGyuqwKUo_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TmGyuqwKUo_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\5TmGyuqwKUo_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KHldCbhS9Pw_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KHldCbhS9Pw_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KHldCbhS9Pw_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KHldCbhS9Pw_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\JB6Xc3OqUpM_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\JB6Xc3OqUpM_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\JB6Xc3OqUpM_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\JB6Xc3OqUpM_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eYSt2gEcnp8_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eYSt2gEcnp8_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eYSt2gEcnp8_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\eYSt2gEcnp8_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Vd8bmZtWPkQ_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Vd8bmZtWPkQ_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Vd8bmZtWPkQ_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Vd8bmZtWPkQ_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZPZa1zMpxBU_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZPZa1zMpxBU_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZPZa1zMpxBU_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\ZPZa1zMpxBU_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7ZxN4Labbsg_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7ZxN4Labbsg_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7ZxN4Labbsg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7ZxN4Labbsg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_hnDV2SHBI_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_hnDV2SHBI_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_hnDV2SHBI_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_hnDV2SHBI_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\x2oD_eXLFdk_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\x2oD_eXLFdk_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\x2oD_eXLFdk_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\x2oD_eXLFdk_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FKtVNnZ8nhE_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FKtVNnZ8nhE_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FKtVNnZ8nhE_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\FKtVNnZ8nhE_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4ltNEyFGYrw_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4ltNEyFGYrw_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4ltNEyFGYrw_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\4ltNEyFGYrw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\3O4etBY6e6U_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\3O4etBY6e6U_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\3O4etBY6e6U_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\3O4etBY6e6U_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NuUKMl--ODY_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NuUKMl--ODY_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NuUKMl--ODY_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NuUKMl--ODY_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\oThV7hjNJaQ_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\oThV7hjNJaQ_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\oThV7hjNJaQ_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\oThV7hjNJaQ_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dj3OG-Dxcx8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dj3OG-Dxcx8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dj3OG-Dxcx8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dj3OG-Dxcx8_out_add_noise.wav,yes
